,episode,role_setting,images,symbol,guess,success,sender_loss,receiver_loss
21,3262,0,[10422 37932 33657 46434],33,0,False,0.0,0.0
22,3263,0,[40176 31699 34778 23456],45,3,False,0.0,0.0
23,3264,0,[50909 37133   777 35896],33,0,False,0.0,0.0
24,3265,0,[17003 22729 39667 14088],40,3,False,0.0,0.0
25,3266,0,[40044 17397 29958 47802],33,1,False,0.0,0.0
26,3267,0,[28960  2250 47336 17326],33,1,False,0.0,0.0
27,3268,0,[48686 33783 23899 25638],33,3,False,0.0,0.0
28,3269,0,[52184 42187  8432 47775],40,2,True,0.473185271024704,0.0
29,3270,0,[43478 22391 40676 46765],33,1,True,0.8647693991661072,0.0
0,3271,1,[49060  9670 52386 13702],27,0,False,0.0,0.0
1,3272,1,[32517  5604 29702 21181],30,3,False,0.0,0.0
2,3273,1,[ 3089 15259  1141 45230],36,0,True,3.8403408527374268,0.3116675913333893
3,3274,1,[24166 46770 42523 39233],36,0,False,0.0,0.0
4,3275,1,[34444 17580 36360 23188],14,3,False,0.0,0.0
5,3276,1,[ 8717 51888 42600 22140],13,0,False,0.0,0.0
6,3277,1,[24667 16834 38611 23286],24,2,False,0.0,0.0
7,3278,1,[42585 50448  5577 33466],44,3,False,0.0,0.0
8,3279,1,[23776 25936 21617 22647],35,0,False,0.0,0.0
9,3280,1,[29041  7962 41924 40680],33,1,False,0.0,0.0
10,3281,1,[44855 19460  3781 33705],24,1,False,0.0,0.0
11,3282,1,[30762 37050 47879 12353],42,0,True,3.3469221591949463,0.04763175919651985
12,3283,1,[43254 42117 38815 51670],12,0,False,0.0,0.0
13,3284,1,[35617 36782 12376 47552],16,1,False,0.0,0.0
14,3285,1,[29199 19298  3688  4751],35,2,True,3.7665767669677734,0.5809367895126343
15,3286,1,[ 3027 13781 17898 42450],13,0,False,0.0,0.0
16,3287,1,[11037 51109 41845  5056],6,2,False,0.0,0.0
17,3288,1,[46048 40113 24110 17935],45,0,True,4.098634243011475,0.09214646369218826
18,3289,1,[43085 16859 18519 29345],39,2,True,3.7438156604766846,0.26182982325553894
19,3290,1,[ 3107 14948  7679 31931],41,0,False,0.0,0.0
20,3291,1,[38413 37842 30466 17604],9,2,True,3.918527603149414,1.4305124977909145e-06
21,3292,1,[40879  2619 49762 42140],40,0,True,4.562264919281006,1.0946286916732788
22,3293,1,[37874   713 12846   889],48,2,False,0.0,0.0
23,3294,1,[ 1784 35085  3463 25882],20,2,True,3.405585765838623,0.5164099335670471
24,3295,1,[40933 24554 47225 38549],44,2,False,0.0,0.0
25,3296,1,[45696  9063  3832 14973],13,1,True,1.9887197017669678,1.7166285033454187e-05
26,3297,1,[38860 24919  9643 40586],3,2,False,0.0,0.0
27,3298,1,[38333   818 14062 23287],36,2,False,0.0,0.0
28,3299,1,[40039 14048   358 35653],49,2,True,3.6522626876831055,0.0010930310236290097
29,3300,1,[18987 13481 25311 14966],12,1,False,0.0,0.0
0,3301,0,[16767 11147  9709   399],33,2,True,0.06272094696760178,0.11211618781089783
1,3302,0,[20413 41281 47793  7573],33,2,True,0.22175854444503784,0.0
2,3303,0,[11055 36158 12331 26771],33,1,False,0.0,0.0
3,3304,0,[49572 21096 16707  7569],33,1,False,0.0,0.0
4,3305,0,[21075 28943 30758 38775],23,0,False,0.0,0.0
5,3306,0,[26479  4714 25617  1442],33,2,False,0.0,0.0
6,3307,0,[22579 13851 21609  3867],33,3,False,0.0,0.0
7,3308,0,[24298  9422 39723 31809],14,0,True,3.022132396697998,0.027211396023631096
8,3309,0,[39615 42826 37239 45409],40,1,False,0.0,0.0
9,3310,0,[18181  1267  7742 21176],33,1,True,1.8722587823867798,0.012177402153611183
10,3311,0,[37967 33182 21462 21211],33,3,True,0.688814640045166,3.2053284645080566
11,3312,0,[24396 34918 29468 27860],27,1,False,0.0,0.0
12,3313,0,[16779  5330 45286 21366],40,0,False,0.0,0.0
13,3314,0,[40026 23867 23634 48462],41,3,False,0.0,0.0
14,3315,0,[43743 23432 14946 42596],33,2,False,0.0,0.0
15,3316,0,[26322 37139 17102 44565],33,3,False,0.0,0.0
16,3317,0,[45513 10124  5380 12007],33,0,True,0.06265570968389511,0.02991655468940735
17,3318,0,[29295 18760 24592 52388],40,0,False,0.0,0.0
18,3319,0,[25759 49596 33201 16367],23,1,False,0.0,0.0
19,3320,0,[37168  1218 26816 46303],40,0,False,0.0,0.0
20,3321,0,[25326 30811 15353  1631],18,1,False,0.0,0.0
21,3322,0,[26902 35673 37889 43867],33,2,False,0.0,0.0
22,3323,0,[16906 43767  7113 18387],40,0,True,1.1075454950332642,0.001489018788561225
23,3324,0,[38361 36486 22342 36685],33,2,False,0.0,0.0
24,3325,0,[12227 14746 30115 46099],33,2,True,0.05907309800386429,3.814704541582614e-06
25,3326,0,[37567 32025 25716 35540],33,3,False,0.0,0.0
26,3327,0,[19318 40932 14873 33564],33,1,False,0.0,0.0
27,3328,0,[34103 40758  2757 17018],33,1,False,0.0,0.0
28,3329,0,[48389 30256 31400  6299],40,1,True,0.3918720781803131,0.8672901391983032
29,3330,0,[49067  4741 34654 40054],23,0,False,0.0,0.0
0,3331,1,[36261 13912  3473 32566],22,2,False,0.0,0.0
1,3332,1,[37583 27819  5770 44828],13,1,False,0.0,0.0
2,3333,1,[43232 24700 37225 44263],20,0,False,0.0,0.0
3,3334,1,[ 2231 28928 23395 21576],11,2,False,0.0,0.0
4,3335,1,[  247 25405 27077 37107],15,2,False,0.0,0.0
5,3336,1,[40778 51256 10902 29659],19,0,False,0.0,0.0
6,3337,1,[16852 11310 10836 39735],14,3,True,3.824772834777832,0.007755653467029333
7,3338,1,[41677 13546 47600 26840],44,1,False,0.0,0.0
8,3339,1,[46907 11004 32292  6863],26,1,False,0.0,0.0
9,3340,1,[31525 10132 45171 15337],17,0,False,0.0,0.0
10,3341,1,[13318 17297  2293 18076],30,0,False,0.0,0.0
11,3342,1,[ 4386 22607 27696 29993],42,2,False,0.0,0.0
12,3343,1,[39252 50544 23564 15669],48,3,False,0.0,0.0
13,3344,1,[ 1844 13825 38479 34932],13,3,False,0.0,0.0
14,3345,1,[49565 50536  9524 23686],49,2,True,4.485442161560059,0.060266993939876556
15,3346,1,[46165 11783  1139 25409],32,3,True,4.339198589324951,0.9046063423156738
16,3347,1,[31889 20285 51416 14879],30,0,True,2.363887071609497,0.622255802154541
17,3348,1,[44965 31368 49081 18632],9,2,True,3.6235945224761963,0.0013397366274148226
18,3349,1,[40683 30316 33249  9493],2,0,False,0.0,0.0
19,3350,1,[36953 27604  3601 13675],12,3,False,0.0,0.0
20,3351,1,[20437 46855 24436 31387],6,2,True,4.157408237457275,0.00015522254398092628
21,3352,1,[ 3210 13972 32074 43694],36,1,True,3.7636141777038574,0.002822205424308777
22,3353,1,[27604 35260 24829 43546],49,2,False,0.0,0.0
23,3354,1,[47786  6800 20141 30980],29,0,True,4.462563514709473,0.0002797637425828725
24,3355,1,[31036 23689 36680 22653],38,0,False,0.0,0.0
25,3356,1,[ 5008 29933 42847 48459],37,1,True,4.6302337646484375,2.4938511848449707
26,3357,1,[39145 14765 15984 34576],3,0,False,0.0,0.0
27,3358,1,[48366 12668 52398 50108],3,1,True,4.775976181030273,0.006966722197830677
28,3359,1,[18322  3686 34435 13505],30,3,False,0.0,0.0
29,3360,1,[27055 38614   694 38271],39,2,False,0.0,0.0
0,3361,0,[34528 37903 29784 10730],33,2,True,0.09831906110048294,0.003167634131386876
1,3362,0,[18823  8768 36103  7548],31,2,False,0.0,0.0
2,3363,0,[32589 16318 52014 36039],33,3,False,0.0,0.0
3,3364,0,[10488  7238 32727 17616],33,2,False,0.0,0.0
4,3365,0,[41106   274 19713  8471],33,3,False,0.0,0.0
5,3366,0,[46340 37164 44059 17875],34,3,False,0.0,0.0
6,3367,0,[29084   979 44129  1829],31,3,False,0.0,0.0
7,3368,0,[21516 32392 36630 41998],33,2,False,0.0,0.0
8,3369,0,[51290 21488 30363 11155],33,1,False,0.0,0.0
9,3370,0,[11230 19541 10086 18347],21,3,True,5.412785530090332,0.0015727722784504294
10,3371,0,[ 9212 49146 39749 28432],33,3,False,0.0,0.0
11,3372,0,[44324 38276 42655 26040],33,3,True,0.2655368149280548,0.0012186439707875252
12,3373,0,[17329 14462 41514  6633],40,1,False,0.0,0.0
13,3374,0,[51463 18542 15455 13253],40,3,True,0.22522926330566406,0.0016255470691248775
14,3375,0,[13182 33125 28867 34207],40,1,False,0.0,0.0
15,3376,0,[11031 49851 14069  8096],33,2,False,0.0,0.0
16,3377,0,[14791 40990 19179 25040],33,2,False,0.0,0.0
17,3378,0,[30335 21612  6761  8857],40,2,False,0.0,0.0
18,3379,0,[42919 23005 47068 40310],40,1,True,0.22226527333259583,0.45365768671035767
19,3380,0,[20374  3121 49214 18434],33,2,False,0.0,0.0
20,3381,0,[31345 26383  4763 24495],33,1,False,0.0,0.0
21,3382,0,[ 7242 43956 42704  3821],23,3,False,0.0,0.0
22,3383,0,[51251 22662 15416 20838],40,1,False,0.0,0.0
23,3384,0,[ 7490 30649 30074 23892],33,2,True,0.6380600929260254,0.002907325979322195
24,3385,0,[50583 25929 20977 15006],18,3,False,0.0,0.0
25,3386,0,[17661 25938 16752 26225],40,2,True,0.05187923461198807,1.6689314179529902e-06
26,3387,0,[ 7060  7338  1787 25910],40,1,True,0.038244087249040604,0.08179115504026413
27,3388,0,[44638 23897  9382 39936],33,3,False,0.0,0.0
28,3389,0,[49805 41654 26643  5826],40,2,True,0.5474167466163635,0.00010455201118020341
29,3390,0,[10737 51965 45770 34955],33,1,False,0.0,0.0
0,3391,1,[15018 37362 26082 29293],15,3,False,0.0,0.0
1,3392,1,[  181 49000 19075 13524],13,1,False,0.0,0.0
2,3393,1,[49764 37529 14600 50327],9,2,False,0.0,0.0
3,3394,1,[48911 47774 35931 20567],19,2,False,0.0,0.0
4,3395,1,[ 8479 39546 12525 46995],20,2,False,0.0,0.0
5,3396,1,[24874  4900 41992 26974],13,0,False,0.0,0.0
6,3397,1,[ 1180 32742 22068  7444],48,3,False,0.0,0.0
7,3398,1,[30109  6636 48488   615],8,1,False,0.0,0.0
8,3399,1,[30927  2796 37677  3220],24,0,True,3.047146797180176,0.22644123435020447
9,3400,1,[45662 37593 49282  7289],22,3,False,0.0,0.0
10,3401,1,[ 7497  4388 29608  8494],29,0,True,3.8204684257507324,0.2109135538339615
11,3402,1,[ 8476  4862 29114 26751],19,2,False,0.0,0.0
12,3403,1,[11178 48213 38487  9701],21,1,False,0.0,0.0
13,3404,1,[24194 22053 38935 27241],22,0,False,0.0,0.0
14,3405,1,[11539 14682  3664 21533],38,0,False,0.0,0.0
15,3406,1,[10270 28184  4180 47253],20,2,False,0.0,0.0
16,3407,1,[24063 50399  7449 10326],6,0,True,4.17273473739624,2.6919872760772705
17,3408,1,[ 3846 44700 31244 30515],7,3,True,4.118558883666992,0.0524023175239563
18,3409,1,[ 3449 26838 32986 36433],24,1,False,0.0,0.0
19,3410,1,[46629  2203  2492  1358],9,0,True,4.149138927459717,0.6969614028930664
20,3411,1,[41979  5427 14778 23639],22,2,True,3.7426419258117676,0.1890157014131546
21,3412,1,[ 9798  9001 11311 30717],16,0,False,0.0,0.0
22,3413,1,[15806 10392  6760 41133],2,2,True,3.7900328636169434,3.3554482460021973
23,3414,1,[15427 41286 25102 30260],37,3,False,0.0,0.0
24,3415,1,[ 1717  5058 34829 44174],20,2,False,0.0,0.0
25,3416,1,[48603 15890  1980 10754],42,1,False,0.0,0.0
26,3417,1,[37677 23762 15858 48102],49,1,False,0.0,0.0
27,3418,1,[41180 11503 12056 47812],22,2,False,0.0,0.0
28,3419,1,[51166 10352 45133 20830],20,0,True,3.7525150775909424,0.012622350826859474
29,3420,1,[48181 24202 12612 42146],14,0,True,3.816718101501465,0.16701793670654297
0,3421,0,[38554 36168 48370 43661],33,1,False,0.0,0.0
1,3422,0,[17028  9641 46256 33583],40,0,True,1.1754292249679565,0.4012009799480438
2,3423,0,[28796 26859 46288 30798],40,2,True,0.9334427118301392,2.1851806640625
3,3424,0,[13060 15682   314 33070],33,1,True,0.018666798248887062,0.2664180099964142
4,3425,0,[ 8985 52412 47957 24674],33,3,True,0.35562118887901306,0.0002894224307965487
5,3426,0,[13756 40054 10473 24324],33,1,False,0.0,0.0
6,3427,0,[27760  4181 15167 15019],18,3,False,0.0,0.0
7,3428,0,[17072 26237 30603 11447],33,1,False,0.0,0.0
8,3429,0,[11305 52278 33926 22222],40,0,True,0.008679035119712353,0.0003733139601536095
9,3430,0,[25481 27360 24040 45343],31,0,True,4.017301082611084,0.018127499148249626
10,3431,0,[29720 47783  4741  5483],21,3,True,7.564499378204346,0.29759305715560913
11,3432,0,[23261 19419 37145 13998],40,3,True,0.1433287113904953,0.7382453083992004
12,3433,0,[15683 17291 40704 39503],33,3,False,0.0,0.0
13,3434,0,[22014  4932 36727 47889],33,2,False,0.0,0.0
14,3435,0,[ 4898 48630  2404 41975],23,0,False,0.0,0.0
15,3436,0,[21939 29985 47808 37431],33,1,False,0.0,0.0
16,3437,0,[39055 34531 45390 20204],40,0,False,0.0,0.0
17,3438,0,[35658 32601 11937 11450],40,0,False,0.0,0.0
18,3439,0,[31273 38166 29853  9275],24,0,True,4.237425327301025,0.4154043197631836
19,3440,0,[13025 22968 48958 17171],40,0,False,0.0,0.0
20,3441,0,[40369 26760 22628 23089],42,1,True,4.281543731689453,0.32630330324172974
21,3442,0,[45357  1880 30804 49453],40,2,False,0.0,0.0
22,3443,0,[22795 50325 10632 25938],40,1,False,0.0,0.0
23,3444,0,[32235 28587  5319  9796],33,3,False,0.0,0.0
24,3445,0,[48834 31623 23638  2463],33,1,True,1.3544896841049194,0.06165774539113045
25,3446,0,[ 3342 11534 26806  4446],33,3,False,0.0,0.0
26,3447,0,[11573 39023 36451 29461],40,0,True,0.053824055939912796,0.0005650328239426017
27,3448,0,[ 2685 50777  1220 17639],40,0,True,2.1318395137786865,3.57628505298635e-06
28,3449,0,[11018 16233  7899 42033],40,2,False,0.0,0.0
29,3450,0,[33979 16211 50274 40695],40,2,True,0.06604907661676407,5.3526404371950775e-05
0,3451,1,[ 3027 17679 44907 29259],20,3,False,0.0,0.0
1,3452,1,[26734 51580 10376 30322],11,3,False,0.0,0.0
2,3453,1,[51046 24061 35951 36652],44,1,True,3.5765528678894043,0.0516597218811512
3,3454,1,[16078  7557 29190 16854],39,2,False,0.0,0.0
4,3455,1,[47033 41757 26269   930],7,3,False,0.0,0.0
5,3456,1,[26691  3773 49179 49742],32,2,False,0.0,0.0
6,3457,1,[23534 16569  2975 52033],15,2,False,0.0,0.0
7,3458,1,[44198 23369  4629  4985],33,2,False,0.0,0.0
8,3459,1,[ 2602 42219  8980 17318],45,3,True,4.470788478851318,0.0008050462929531932
9,3460,1,[35926 40980 17540 26530],39,0,False,0.0,0.0
10,3461,1,[26288 46712  4003     5],20,3,False,0.0,0.0
11,3462,1,[ 8236 38015 16272 40442],26,3,False,0.0,0.0
12,3463,1,[44793 21661 48949 46039],48,0,False,0.0,0.0
13,3464,1,[47780  7880 45875 13148],49,2,False,0.0,0.0
14,3465,1,[29988 12137 33426 35835],13,0,False,0.0,0.0
15,3466,1,[35990 34928 52477 27276],26,3,True,4.407689571380615,5.722209607483819e-05
16,3467,1,[33392 21122 27528  8114],13,2,True,3.4172475337982178,0.0024715184699743986
17,3468,1,[21992 52171 19779 32798],15,3,True,3.081510066986084,0.1522011011838913
18,3469,1,[19658 27745 16211 18039],11,1,False,0.0,0.0
19,3470,1,[23609 49144 10005  6260],2,1,False,0.0,0.0
20,3471,1,[30798  9335   934 46017],24,2,False,0.0,0.0
21,3472,1,[11587 52310  7138 23241],20,0,True,3.565091848373413,2.848560094833374
22,3473,1,[49468 50588 17589  4887],32,1,True,4.489333152770996,0.09596293419599533
23,3474,1,[27691 21311 29540 39240],30,0,False,0.0,0.0
24,3475,1,[11619 35636 18779 32380],48,0,False,0.0,0.0
25,3476,1,[28803 16377 43322  3499],0,3,True,4.177363395690918,0.014988552778959274
26,3477,1,[ 9762 24203 49372 47811],9,1,False,0.0,0.0
27,3478,1,[10210  5548 36260 13470],24,2,False,0.0,0.0
28,3479,1,[16102 41802  1446   315],10,2,False,0.0,0.0
29,3480,1,[ 5326 18416  3876 17586],39,2,False,0.0,0.0
0,3481,0,[51707 20703 42579 22308],47,2,True,6.838125705718994,0.04221705347299576
1,3482,0,[33965 38462 40355 37116],29,0,True,5.109445571899414,0.11840643733739853
2,3483,0,[22994 35204 40329 44274],33,1,False,0.0,0.0
3,3484,0,[25507 50324 42505 24179],33,2,True,0.3895801901817322,0.22322213649749756
4,3485,0,[38854 32142 20264 39054],33,0,False,0.0,0.0
5,3486,0,[44627 43998 48584 15315],49,1,True,3.27689528465271,0.0888943150639534
6,3487,0,[10839 19804 17878 42600],40,0,True,0.39871400594711304,3.521768569946289
7,3488,0,[32237 12531 31892 25563],40,0,False,0.0,0.0
8,3489,0,[17146  6330 49904  6542],33,0,False,0.0,0.0
9,3490,0,[32565 10155 40562 23290],40,3,True,0.012095531448721886,8.702316335984506e-06
10,3491,0,[28245 34318 36017  2063],6,2,False,0.0,0.0
11,3492,0,[24259 27108 31163 51399],33,2,False,0.0,0.0
12,3493,0,[38890  9846 43065 26203],10,1,False,0.0,0.0
13,3494,0,[21111 11934 39109 12675],33,0,True,0.10208936780691147,0.0
14,3495,0,[19590 20694  3090 46124],14,2,False,0.0,0.0
15,3496,0,[18515  9356  1446 28656],33,1,True,1.5595545768737793,0.0010514421155676246
16,3497,0,[12252 15345   912 11330],40,3,False,0.0,0.0
17,3498,0,[45056 43132 42521 40866],33,1,False,0.0,0.0
18,3499,0,[51157 46906 39457 42177],33,2,False,0.0,0.0
19,3500,0,[22418 36658 51683 38605],33,0,True,1.4231023788452148,1.1920928955078125e-07
20,3501,0,[13914 47223  5135 30366],10,3,False,0.0,0.0
21,3502,0,[  340  5357 43194 36856],33,3,True,0.03762833774089813,0.15850847959518433
22,3503,0,[49538  9802 11299 19402],40,2,False,0.0,0.0
23,3504,0,[ 5909 28524 32539 17735],40,1,True,0.28298071026802063,0.5943922400474548
24,3505,0,[32734 12768 26610 43071],2,2,True,5.821866989135742,1.4154514074325562
25,3506,0,[28074 16626 13904 32071],23,1,False,0.0,0.0
26,3507,0,[18765 37281 45609 14284],23,2,True,2.585700511932373,0.02002437599003315
27,3508,0,[47934 40983 45606 43321],33,1,False,0.0,0.0
28,3509,0,[11303 29584 21081  9973],33,1,True,0.9978521466255188,1.4424427718040533e-05
29,3510,0,[23150 48926 16147 26465],33,2,False,0.0,0.0
0,3511,1,[ 6074 26936 38146 29171],30,0,False,0.0,0.0
1,3512,1,[15796 17657 36979 21575],45,1,False,0.0,0.0
2,3513,1,[ 2372 14227 10192  7743],22,2,False,0.0,0.0
3,3514,1,[38589  3045 40811  1040],30,3,False,0.0,0.0
4,3515,1,[46603 49449 14331 31301],0,1,False,0.0,0.0
5,3516,1,[10142  5851 16492  5736],13,1,False,0.0,0.0
6,3517,1,[21319 14750  8125  6025],36,1,False,0.0,0.0
7,3518,1,[38333  2385 34509 17419],30,3,False,0.0,0.0
8,3519,1,[48791 46107 45097 33341],37,1,True,3.7705423831939697,1.2253737449645996
9,3520,1,[34846 45444 20383  4687],7,2,True,3.7844510078430176,0.0004077192861586809
10,3521,1,[11989 33445  4892 40243],36,0,False,0.0,0.0
11,3522,1,[17783 12484 35478  7975],8,3,False,0.0,0.0
12,3523,1,[48468 16094 21035 36520],30,1,True,2.570143699645996,5.364432581700385e-06
13,3524,1,[37404 30637 24194 17203],44,2,False,0.0,0.0
14,3525,1,[41173 52460 16690  5504],38,1,False,0.0,0.0
15,3526,1,[15542 52467  2581  8723],37,0,False,0.0,0.0
16,3527,1,[29224 12548 16356  6150],26,1,True,4.071305274963379,0.00038708787178620696
17,3528,1,[47136 50880 44530 44264],30,1,False,0.0,0.0
18,3529,1,[10380 38946 17306 23977],42,3,False,0.0,0.0
19,3530,1,[ 6520 30339 23317  5504],7,2,True,4.076900005340576,3.099446303167497e-06
20,3531,1,[39081 49149 46660 48334],40,0,False,0.0,0.0
21,3532,1,[51018 33090 27068  1574],43,2,True,4.418422222137451,0.027812059968709946
22,3533,1,[44608  4284 33204  6226],19,3,False,0.0,0.0
23,3534,1,[51517 17684 33699 10414],20,3,True,3.2200865745544434,1.1006945371627808
24,3535,1,[25173 10303 34644  1930],40,3,False,0.0,0.0
25,3536,1,[44824 42248   821 29232],39,2,False,0.0,0.0
26,3537,1,[28752 11023  9676 14281],13,0,False,0.0,0.0
27,3538,1,[22797 21539 22761 27638],4,1,True,4.066518783569336,0.16210295259952545
28,3539,1,[29138   338 46240 47354],43,1,False,0.0,0.0
29,3540,1,[43757 21813 41265 14946],39,1,True,3.8055152893066406,0.020708177238702774
0,3541,0,[24951 29678 17280 40228],24,0,True,4.946984767913818,1.2586928606033325
1,3542,0,[45367 37682 24066 18372],21,3,False,0.0,0.0
2,3543,0,[ 4381 23584 50844 46272],40,3,False,0.0,0.0
3,3544,0,[29769 38903 45918 15200],7,3,False,0.0,0.0
4,3545,0,[ 5987 48152 20677  9073],40,2,True,2.4303834438323975,0.01365591585636139
5,3546,0,[12441 39631 13741 22323],40,0,False,0.0,0.0
6,3547,0,[ 6716 39186  9207  7143],33,1,False,0.0,0.0
7,3548,0,[ 3578 35789   508 32300],40,1,False,0.0,0.0
8,3549,0,[40684 27973 36579 26954],40,3,False,0.0,0.0
9,3550,0,[37269 39460 12110 28884],40,2,True,0.21801722049713135,0.0012073649559170008
10,3551,0,[12814 27306  1072 24997],33,2,False,0.0,0.0
11,3552,0,[21541 14781  1879  6130],33,2,True,0.1808198094367981,0.0
12,3553,0,[51377 29702 37553 16892],40,0,False,0.0,0.0
13,3554,0,[31300 13516 32943  3624],33,3,False,0.0,0.0
14,3555,0,[13081  6731 39880 38516],40,0,True,0.06095462292432785,0.08098531514406204
15,3556,0,[45104 13211  6698 30554],33,0,True,0.02973109856247902,2.861027041944908e-06
16,3557,0,[ 4132 37898 29266 50914],23,0,False,0.0,0.0
17,3558,0,[11082 47563 12245  7621],40,2,False,0.0,0.0
18,3559,0,[15907 26026 45185 48978],33,0,False,0.0,0.0
19,3560,0,[33186 10252 19904 18120],33,0,False,0.0,0.0
20,3561,0,[22039  3733  4756   974],41,1,False,0.0,0.0
21,3562,0,[29984 46495 22188 47659],23,3,False,0.0,0.0
22,3563,0,[ 9183  8899 40615 49479],42,2,False,0.0,0.0
23,3564,0,[49071 36777 44394 28282],40,1,False,0.0,0.0
24,3565,0,[35422  7645 27436 41082],40,1,False,0.0,0.0
25,3566,0,[15849 28042 48024 34392],23,0,True,3.535736083984375,0.032008808106184006
26,3567,0,[31189 10139 49071 35655],16,3,False,0.0,0.0
27,3568,0,[44512 38435 24882 51918],33,3,False,0.0,0.0
28,3569,0,[22142 11819 16724 35728],40,2,True,0.19078132510185242,3.4570753086882178e-06
29,3570,0,[45711 31423  6862 43936],33,2,False,0.0,0.0
0,3571,1,[20344 24463 24622 23902],4,2,True,4.001516819000244,0.25614044070243835
1,3572,1,[16923 52293 13047  7763],42,1,True,3.2285964488983154,2.0265599687263602e-06
2,3573,1,[14257 46961 48502 52030],30,3,False,0.0,0.0
3,3574,1,[36394 27357 34241  7745],48,3,False,0.0,0.0
4,3575,1,[47129 13376 38897 42069],11,1,True,4.026033401489258,7.832357368897647e-05
5,3576,1,[51065 34782 11238 16151],42,0,False,0.0,0.0
6,3577,1,[16950 11034 46213 14470],0,1,False,0.0,0.0
7,3578,1,[ 1778 22461 11158 19577],26,0,False,0.0,0.0
8,3579,1,[ 6493  4240 39411 28822],26,3,True,3.4961841106414795,0.761414647102356
9,3580,1,[31074 31478 49978 11088],7,3,True,3.6363000869750977,0.00016786076594144106
10,3581,1,[16512 30779 37574  8651],21,0,False,0.0,0.0
11,3582,1,[18050 27011 15571 27567],10,3,False,0.0,0.0
12,3583,1,[ 3111 24898 15223  4290],5,0,True,4.147844314575195,0.8012406826019287
13,3584,1,[15156 51157 19725   180],23,0,False,0.0,0.0
14,3585,1,[24519 38649 15671 34174],12,3,False,0.0,0.0
15,3586,1,[ 9267 25523 51821 19720],26,1,False,0.0,0.0
16,3587,1,[51824 13095 42299 23873],6,3,False,0.0,0.0
17,3588,1,[32349 32984 12412 13934],24,0,True,3.0795631408691406,0.07541491836309433
18,3589,1,[ 8945   437 42351 31240],39,2,False,0.0,0.0
19,3590,1,[34066 35316 14545 35530],47,1,False,0.0,0.0
20,3591,1,[ 7572 31417 28566 11409],36,3,False,0.0,0.0
21,3592,1,[18431 24521 40194  3446],46,2,False,0.0,0.0
22,3593,1,[11398  9863 32081 37549],39,1,False,0.0,0.0
23,3594,1,[20968 48750 33857 16438],6,2,False,0.0,0.0
24,3595,1,[47628  4379  3107 29193],4,3,False,0.0,0.0
25,3596,1,[12413 39024 11358 49974],10,3,True,3.5970726013183594,0.11348739266395569
26,3597,1,[26677 51397 48624 30540],26,2,False,0.0,0.0
27,3598,1,[29053  1898 13771 36843],3,3,False,0.0,0.0
28,3599,1,[42351 17856 39201 50039],24,2,True,3.5127949714660645,0.18272821605205536
29,3600,1,[19557 39625  6687  6377],2,3,False,0.0,0.0
0,3601,0,[ 9444 33045 12596 51468],24,1,True,3.0294010639190674,0.193800687789917
1,3602,0,[ 7276 48860  1205  6761],33,2,True,0.3767280578613281,0.38569551706314087
2,3603,0,[39964 32226 32929 10568],33,2,False,0.0,0.0
3,3604,0,[47255 19837  4404 11026],40,3,True,0.06595388799905777,0.00026295066345483065
4,3605,0,[36802  6818 47518 48221],40,0,False,0.0,0.0
5,3606,0,[17871     0 21507 52354],40,1,False,0.0,0.0
6,3607,0,[21995 25381 18004 33327],14,2,False,0.0,0.0
7,3608,0,[ 5734  3333 14623 40382],33,2,False,0.0,0.0
8,3609,0,[27172   501 37036 10545],33,0,False,0.0,0.0
9,3610,0,[49742 37312 28132 29928],31,0,True,2.8157315254211426,0.10636107623577118
10,3611,0,[29488 51926 15377 26363],40,1,True,2.331615686416626,0.2850753366947174
11,3612,0,[30235 29756 51149 13368],33,2,False,0.0,0.0
12,3613,0,[39353 23274 42370 39666],33,0,True,0.7530658841133118,0.005189749412238598
13,3614,0,[20571 35767 19467 10594],49,3,False,0.0,0.0
14,3615,0,[23116 19044 23720 26767],49,3,False,0.0,0.0
15,3616,0,[39381  9416 47288 40014],6,0,False,0.0,0.0
16,3617,0,[24149 34787 38838 15229],33,3,False,0.0,0.0
17,3618,0,[15487 23214  4163 44220],40,3,False,0.0,0.0
18,3619,0,[25900 35947  1558 10710],18,3,True,4.287282943725586,0.7405498623847961
19,3620,0,[52173 33165  4433  4233],27,3,False,0.0,0.0
20,3621,0,[32342 49825 30849  9902],40,3,False,0.0,0.0
21,3622,0,[15682 50967  9098 40609],40,3,True,0.43631431460380554,0.0002258675085613504
22,3623,0,[13655 20014 33888 47013],33,1,False,0.0,0.0
23,3624,0,[ 9563 26409 37400 50315],42,3,False,0.0,0.0
24,3625,0,[24145 30681 40755 41419],33,2,False,0.0,0.0
25,3626,0,[ 4347 16715   249 42027],40,1,True,0.43991589546203613,0.0004507722915150225
26,3627,0,[26502  7368 16602 35202],33,2,True,0.34662917256355286,1.7413219213485718
27,3628,0,[51917  2189 14901 30339],14,2,False,0.0,0.0
28,3629,0,[27000 44126  6668 35520],33,0,False,0.0,0.0
29,3630,0,[31403 38385  9081 17524],0,1,False,0.0,0.0
0,3631,1,[ 3958 31894 18682 27536],37,0,False,0.0,0.0
1,3632,1,[28311 37795 47084 22660],6,3,True,4.03544807434082,0.2476133108139038
2,3633,1,[24792 22849 24010  9319],13,0,True,2.763019323348999,1.1920928955078125e-07
