,mode,model_dir,load_file,save_file,roles,n_episodes,batch_size,dataset,use_categories,vocabulary_size,embedding_size,n_active_images,explore,gibbs_temperature,sender_type,n_informed_filters,loss,batch_mode,memory_sampling_distribution,shared_experience,shared_embedding,out_activation,stop_when_goal_is_passed,model_type,save_learning_curves,early_stopping,goal1_reached,goal2_reached,final_success_rate,symbol_histogram_median,symbol_histogram_std
0,train,models/local_only,False,200910-084230-swi-2-non-50-20,switch,30000,30,data/imagenet-200x65-vgg19.train.emb.gz,True,50,50,2,none,0,informed,20,binary_crossentropy,sample,linear,False,False,softmax,False,old,True,False,,,0.8833333333333334,0.0,13.638181696985855
1,train,models/local_only,False,200910-085501-swi-2-non-50-20,switch,30000,30,data/imagenet-200x65-vgg19.train.emb.gz,True,50,50,2,none,0,informed,20,binary_crossentropy,sample,linear,True,False,softmax,False,old,True,False,16890,28530,0.925,0.0,19.61224107541002
2,train,models/local_only,False,200910-090642-swi-2-non-50-20,switch,30000,30,data/imagenet-200x65-vgg19.train.emb.gz,True,50,50,2,none,0,informed,20,binary_crossentropy,sample,linear,False,True,softmax,False,old,True,False,21330,,0.9499999999999998,0.0,13.92838827718412
3,train,models/local_only,False,200910-091802-swi-2-non-50-20,switch,30000,30,data/imagenet-200x65-vgg19.train.emb.gz,True,50,50,2,none,0,informed,20,binary_crossentropy,sample,linear,True,True,softmax,False,old,True,False,12690,20340,0.9616666666666666,0.0,19.596938536414303
4,train,models/local_only,False,200910-092928-swi-4-non-50-20,switch,30000,30,data/imagenet-200x65-vgg19.train.emb.gz,True,50,50,4,none,0,informed,20,binary_crossentropy,sample,linear,False,False,softmax,False,old,True,False,,,0.5949999999999999,0.0,10.613199329137279
5,train,models/local_only,False,200910-094215-swi-4-non-50-20,switch,30000,30,data/imagenet-200x65-vgg19.train.emb.gz,True,50,50,4,none,0,informed,20,binary_crossentropy,sample,linear,True,False,softmax,False,old,True,False,25020,,0.6433333333333331,0.0,15.013327412669051
6,train,models/local_only,False,200910-095515-swi-4-non-50-20,switch,30000,30,data/imagenet-200x65-vgg19.train.emb.gz,True,50,50,4,none,0,informed,20,binary_crossentropy,sample,linear,False,True,softmax,False,old,True,False,27210,,0.6366666666666665,0.0,10.16267681273
7,train,models/local_only,False,200910-100814-swi-4-non-50-20,switch,30000,30,data/imagenet-200x65-vgg19.train.emb.gz,True,50,50,4,none,0,informed,20,binary_crossentropy,sample,linear,True,True,softmax,False,old,True,False,24720,,0.6799999999999998,0.0,14.429137188342205
