,sender_name,receiver_name,active_images,target_image,chosen_symbol,chosen_symbol_p,chosen_image,chosen_image_p,chosen_image_index,success
51,01.sender,02.receiver,1595:435:1411:1860,1595,5,0.5436795353889465,1595,0.7535919547080994,0,1
52,01.sender,02.receiver,1737:400:1643:1184,1737,2,0.34134018421173096,1184,0.4183521270751953,2,0
53,01.sender,02.receiver,1729:877:1303:1005,1729,5,0.9728551506996155,1729,0.742033839225769,1,1
54,01.sender,02.receiver,438:1188:510:1459,438,5,0.9996329545974731,438,0.9905431866645813,2,1
55,01.sender,02.receiver,451:173:889:1371,451,8,0.609225869178772,451,0.5535330772399902,0,1
56,01.sender,02.receiver,1952:516:1557:1189,1952,5,0.7869067788124084,516,0.9572247862815857,1,0
57,01.sender,02.receiver,1012:537:1548:1914,1012,2,0.8524157404899597,1012,0.7159128189086914,0,1
58,01.sender,02.receiver,1848:45:412:1659,1848,8,0.2320488840341568,45,0.7607874274253845,1,0
59,01.sender,02.receiver,800:834:583:300,800,2,0.2804502546787262,834,0.7114464044570923,2,0
60,01.sender,02.receiver,990:710:904:406,990,5,0.9365739226341248,990,0.8987761735916138,2,1
61,01.sender,02.receiver,1073:804:1323:321,1073,0,0.7677499651908875,1073,0.9816445112228394,2,1
62,01.sender,02.receiver,1940:1436:1578:1524,1940,5,0.6814059019088745,1436,0.7733491063117981,3,0
63,01.sender,02.receiver,1517:1778:1585:1687,1517,0,0.9966340661048889,1517,0.9569776654243469,3,1
64,01.sender,02.receiver,976:1564:1947:70,976,0,0.33199983835220337,1947,0.831861674785614,1,0
65,01.sender,02.receiver,1162:1732:234:1982,1162,0,0.3973866105079651,234,0.7125075459480286,3,0
66,01.sender,02.receiver,881:406:1186:625,881,8,0.9769953489303589,881,0.48150429129600525,0,1
67,01.sender,02.receiver,1869:1621:1561:1842,1869,9,0.5672914981842041,1842,0.5799422860145569,0,0
68,01.sender,02.receiver,395:1836:656:1024,395,8,0.5978876948356628,395,0.811035692691803,3,1
69,01.sender,02.receiver,1893:1865:1709:1325,1893,0,0.9780891537666321,1893,0.989355742931366,1,1
70,01.sender,02.receiver,570:978:1292:238,570,5,0.47766730189323425,1292,0.5998170971870422,0,0
71,01.sender,02.receiver,1041:484:417:1898,1041,8,0.8327975273132324,417,0.44921550154685974,0,0
72,01.sender,02.receiver,727:2059:1448:1291,727,2,0.7038092017173767,727,0.42314693331718445,2,1
73,01.sender,02.receiver,1144:1808:1378:1920,1144,9,0.18995484709739685,1144,0.37732160091400146,1,1
74,01.sender,02.receiver,944:1486:460:728,944,2,0.4273642599582672,944,0.38063371181488037,0,1
75,01.sender,02.receiver,1424:1950:500:197,1424,8,0.6111655235290527,197,0.445328950881958,3,0
76,01.sender,02.receiver,945:1664:1877:741,945,2,0.4023565948009491,741,0.7863020896911621,3,0
77,01.sender,02.receiver,864:1091:1167:653,864,8,0.9867637753486633,864,0.975906491279602,0,1
78,01.sender,02.receiver,1037:493:1475:926,1037,5,0.6337014436721802,493,0.6391846537590027,0,0
79,01.sender,02.receiver,1548:629:1951:365,1548,8,0.9939703941345215,1548,0.9988743662834167,1,1
80,01.sender,02.receiver,689:1904:1614:1455,689,3,0.3113293945789337,1614,0.29609134793281555,1,0
81,01.sender,02.receiver,821:159:735:1779,821,8,0.5227746963500977,821,0.7632953524589539,0,1
82,01.sender,02.receiver,1291:1724:378:1803,1291,5,0.9858978986740112,1291,0.9015322327613831,2,1
83,01.sender,02.receiver,1053:2067:1227:2043,1053,0,0.9771438241004944,1053,0.9048526883125305,3,1
84,01.sender,02.receiver,2135:1757:994:420,2135,2,0.2418343871831894,1757,0.6756857633590698,3,0
85,01.sender,02.receiver,352:1225:99:1412,352,8,0.8352359533309937,352,0.7484545111656189,3,1
86,01.sender,02.receiver,1232:50:1347:1913,1232,0,0.9974836707115173,1232,0.9694494009017944,0,1
87,01.sender,02.receiver,1817:1249:1336:780,1817,9,0.25438207387924194,1817,0.37494853138923645,1,1
88,01.sender,02.receiver,2055:1061:834:135,2055,5,0.7851710319519043,2055,0.4966352880001068,3,1
89,01.sender,02.receiver,1425:1355:1796:1417,1425,8,0.7173667550086975,1417,0.8461196422576904,0,0
90,01.sender,02.receiver,1682:1080:531:2162,1682,2,0.9249889254570007,531,0.4779784679412842,0,0
91,01.sender,02.receiver,952:962:1199:444,952,5,0.3733029365539551,952,0.5355433225631714,2,1
92,01.sender,02.receiver,2100:1722:1169:1768,2100,8,0.9876343607902527,2100,0.9892627596855164,0,1
93,01.sender,02.receiver,342:1104:1809:1863,342,5,0.9393373131752014,342,0.5077318549156189,2,1
94,01.sender,02.receiver,1719:2106:871:405,1719,3,0.1800229847431183,405,0.3980195224285126,0,0
95,01.sender,02.receiver,157:1851:1265:1465,157,2,0.8103933334350586,157,0.8865240812301636,3,1
96,01.sender,02.receiver,1984:2062:1774:834,1984,5,0.9654573798179626,1984,0.9340967535972595,2,1
97,01.sender,02.receiver,725:1979:284:687,725,2,0.8414573073387146,725,0.4102807641029358,2,1
98,01.sender,02.receiver,1055:779:188:1530,1055,5,0.7031139731407166,1055,0.7838560342788696,3,1
99,01.sender,02.receiver,1904:486:857:949,1904,5,0.6778884530067444,486,0.511176586151123,1,0
100,01.sender,02.receiver,787:759:1398:1266,787,8,0.5520906448364258,759,0.491643488407135,2,0
101,01.sender,02.receiver,1235:779:1175:265,1235,5,0.9508198499679565,1235,0.8284586071968079,1,1
102,01.sender,02.receiver,1064:3:129:1802,1064,9,0.3524949848651886,1064,0.37004193663597107,2,1
103,01.sender,02.receiver,1689:640:1765:672,1689,5,0.9996819496154785,1689,0.9963985681533813,1,1
104,01.sender,02.receiver,1389:1529:1725:11,1389,0,0.36640605330467224,1725,0.40638425946235657,2,0
105,01.sender,02.receiver,1352:146:1192:1106,1352,2,0.44700658321380615,1192,0.45007896423339844,0,0
106,01.sender,02.receiver,1645:1149:552:1683,1645,2,0.9496963620185852,1645,0.837067186832428,1,1
107,01.sender,02.receiver,577:1988:128:1392,577,0,0.9969030022621155,577,0.9677698612213135,0,1
108,01.sender,02.receiver,1914:1755:1211:1259,1914,9,0.5331019759178162,1914,0.3784749507904053,2,1
109,01.sender,02.receiver,508:1427:2136:1614,508,5,0.8134962320327759,508,0.6907687187194824,2,1
110,01.sender,02.receiver,1526:1821:264:1299,1526,5,0.6748618483543396,1526,0.7604207992553711,3,1
111,01.sender,02.receiver,871:257:121:634,871,2,0.6740025877952576,871,0.9137133955955505,1,1
112,01.sender,02.receiver,276:2035:319:894,276,2,0.9739779233932495,276,0.6691756248474121,2,1
113,01.sender,02.receiver,763:1922:518:1507,763,2,0.9921543002128601,763,0.962401270866394,2,1
114,01.sender,02.receiver,2028:1196:1100:1026,2028,8,0.9881636500358582,2028,0.9408981204032898,1,1
115,01.sender,02.receiver,1327:481:790:1221,1327,0,0.34224340319633484,1221,0.9557225108146667,0,0
116,01.sender,02.receiver,802:852:1813:995,802,2,0.7209416031837463,802,0.648819088935852,1,1
117,01.sender,02.receiver,1217:1678:721:1492,1217,5,0.7183434367179871,1217,0.5540366768836975,3,1
118,01.sender,02.receiver,560:1407:1991:1660,560,5,0.33119937777519226,560,0.698891282081604,0,1
119,01.sender,02.receiver,274:2100:1395:1550,274,0,0.9420343637466431,274,0.6648169159889221,2,1
120,01.sender,02.receiver,221:608:552:1381,221,6,0.29293692111968994,552,0.26239603757858276,0,0
121,01.sender,02.receiver,1312:119:623:610,1312,5,0.3920261859893799,119,0.9507613182067871,0,0
122,01.sender,02.receiver,1524:580:938:1091,1524,8,0.9320388436317444,1524,0.9927875399589539,1,1
123,01.sender,02.receiver,1672:2109:373:1405,1672,0,0.32948634028434753,373,0.43537038564682007,0,0
124,01.sender,02.receiver,147:1477:1187:337,147,8,0.5157549977302551,147,0.4050656259059906,0,1
125,01.sender,02.receiver,1557:584:885:2100,1557,7,0.18715816736221313,2100,0.2655363380908966,2,0
126,01.sender,02.receiver,1315:985:1358:721,1315,5,0.15669980645179749,1315,0.4120340943336487,2,1
127,01.sender,02.receiver,2002:503:156:1723,2002,0,0.5228875279426575,2002,0.7324028015136719,2,1
128,01.sender,02.receiver,1628:938:1349:1026,1628,2,0.9746361970901489,1628,0.8341923356056213,1,1
129,01.sender,02.receiver,1865:1712:1831:1067,1865,2,0.45549869537353516,1865,0.5087758302688599,3,1
130,01.sender,02.receiver,2078:1879:293:1188,2078,5,0.9462750554084778,2078,0.8806450963020325,1,1
131,01.sender,02.receiver,791:1824:924:1897,791,2,0.994418740272522,791,0.9439252614974976,0,1
132,01.sender,02.receiver,517:1162:2008:605,517,5,0.7928717732429504,517,0.5092089176177979,1,1
133,01.sender,02.receiver,99:1692:1371:1600,99,9,0.36106353998184204,1692,0.6215970516204834,1,0
134,01.sender,02.receiver,1602:977:612:375,1602,5,0.9467970728874207,1602,0.9331989884376526,2,1
135,01.sender,02.receiver,1952:354:255:940,1952,5,0.9467779397964478,1952,0.6078431606292725,0,1
136,01.sender,02.receiver,1399:1431:665:639,1399,2,0.834636390209198,1399,0.9185685515403748,1,1
137,01.sender,02.receiver,692:8:267:1736,692,7,0.24013367295265198,1736,0.2792647182941437,1,0
138,01.sender,02.receiver,1545:1601:1642:629,1545,8,0.8238476514816284,1545,0.9408033490180969,1,1
139,01.sender,02.receiver,1367:845:1591:407,1367,5,0.9045590162277222,1367,0.8334076404571533,1,1
140,01.sender,02.receiver,719:1461:2119:1303,719,7,0.24438081681728363,1461,0.2691712975502014,3,0
141,01.sender,02.receiver,1095:1361:1595:640,1095,5,0.6229792237281799,1095,0.6579362154006958,0,1
142,01.sender,02.receiver,2117:43:780:2174,2117,5,0.9962970614433289,2117,0.43359529972076416,3,1
143,01.sender,02.receiver,551:87:1539:1993,551,5,0.7593259811401367,551,0.5679898262023926,0,1
144,01.sender,02.receiver,1033:2116:1298:1105,1033,5,0.8298582434654236,1033,0.6370130181312561,3,1
145,01.sender,02.receiver,159:561:1094:422,159,8,0.552108645439148,159,0.5467391610145569,1,1
146,01.sender,02.receiver,1065:1621:882:427,1065,5,0.9972309470176697,1065,0.9558019042015076,2,1
147,01.sender,02.receiver,630:1439:2097:175,630,0,0.9996091723442078,630,0.9935340881347656,1,1
148,01.sender,02.receiver,1979:1345:1048:193,1979,8,0.5580793619155884,1345,0.6471112370491028,2,0
149,01.sender,02.receiver,718:1408:1382:871,718,7,0.2569139003753662,1408,0.25976261496543884,1,0
150,01.sender,02.receiver,1277:1260:539:1436,1277,5,0.23576536774635315,1436,0.7375942468643188,3,0
151,01.sender,02.receiver,1199:1601:494:612,1199,2,0.7478219270706177,1199,0.7094873189926147,2,1
152,01.sender,02.receiver,1184:2116:1203:1103,1184,2,0.6342905759811401,1184,0.5076274275779724,3,1
153,01.sender,02.receiver,1047:1773:348:705,1047,0,0.46236664056777954,1047,0.4719773232936859,0,1
154,01.sender,02.receiver,1060:1687:1440:1275,1060,5,0.9685841202735901,1060,0.9044522047042847,0,1
155,01.sender,02.receiver,1123:1338:829:1552,1123,5,0.4998827278614044,1338,0.7101415991783142,3,0
156,01.sender,02.receiver,1738:1024:2014:1812,1738,5,0.2409965842962265,1024,0.3605653643608093,1,0
157,01.sender,02.receiver,1998:753:470:1530,1998,5,0.30994072556495667,1998,0.49469631910324097,1,1
158,01.sender,02.receiver,1409:1744:1755:1540,1409,5,0.5764932632446289,1409,0.8361029028892517,0,1
159,01.sender,02.receiver,422:1040:1542:1038,422,3,0.33154746890068054,1542,0.34611162543296814,3,0
160,01.sender,02.receiver,972:2092:529:1712,972,2,0.45853835344314575,2092,0.7649447321891785,3,0
161,01.sender,02.receiver,194:1346:1515:7,194,5,0.7122396230697632,1346,0.8437348008155823,2,0
162,01.sender,02.receiver,182:1822:269:751,182,5,0.9845497608184814,182,0.967829167842865,1,1
163,01.sender,02.receiver,192:1133:1422:2011,192,2,0.9856045842170715,192,0.9329084157943726,1,1
164,01.sender,02.receiver,1899:296:282:399,1899,0,0.827754020690918,1899,0.9385007619857788,3,1
165,01.sender,02.receiver,1838:314:979:877,1838,0,0.9993646740913391,1838,0.9735716581344604,1,1
166,01.sender,02.receiver,1807:1052:1517:1926,1807,2,0.7867233157157898,1807,0.6140850186347961,0,1
167,01.sender,02.receiver,1236:1086:1363:1317,1236,0,0.28782549500465393,1236,0.769466757774353,0,1
168,01.sender,02.receiver,65:1289:1622:161,65,2,0.5630784034729004,65,0.7625163197517395,2,1
169,01.sender,02.receiver,116:1185:235:2057,116,5,0.9275590181350708,116,0.6874045729637146,1,1
170,01.sender,02.receiver,565:2008:283:1228,565,5,0.9421042203903198,565,0.9524393081665039,2,1
171,01.sender,02.receiver,2025:1369:1173:1285,2025,5,0.7366754412651062,2025,0.94549560546875,1,1
172,01.sender,02.receiver,776:2178:966:415,776,2,0.9786584377288818,776,0.9494405388832092,0,1
173,01.sender,02.receiver,293:190:1082:1438,293,5,0.8117419481277466,293,0.7080273032188416,2,1
174,01.sender,02.receiver,1058:1031:1883:230,1058,8,0.5404726266860962,1058,0.5001088380813599,2,1
175,01.sender,02.receiver,1121:1305:349:1851,1121,0,0.47243618965148926,1851,0.8737022280693054,1,0
176,01.sender,02.receiver,1271:811:135:348,1271,5,0.5801716446876526,1271,0.7639840841293335,3,1
177,01.sender,02.receiver,1331:1100:670:1955,1331,8,0.4516628682613373,1331,0.7344073057174683,0,1
178,01.sender,02.receiver,1225:258:532:871,1225,5,0.1559385061264038,532,0.5589620471000671,2,0
179,01.sender,02.receiver,1093:1142:156:565,1093,0,0.5018066167831421,1142,0.5272251963615417,0,0
180,01.sender,02.receiver,315:781:98:1919,315,2,0.23163531720638275,781,0.9280583262443542,2,0
181,01.sender,02.receiver,855:875:16:311,855,2,0.8572291731834412,855,0.9010904431343079,2,1
182,01.sender,02.receiver,1471:346:925:625,1471,2,0.9292417168617249,1471,0.39787814021110535,2,1
183,01.sender,02.receiver,1959:1220:1079:1816,1959,8,0.9065137505531311,1959,0.8707104921340942,1,1
184,01.sender,02.receiver,1985:1066:1511:1588,1985,5,0.7781631350517273,1985,0.43364059925079346,3,1
185,01.sender,02.receiver,1906:2048:1108:305,1906,0,0.9361737966537476,1906,0.8887211680412292,2,1
186,01.sender,02.receiver,149:1225:1433:1428,149,2,0.9974151849746704,149,0.8779335021972656,3,1
187,01.sender,02.receiver,1436:679:864:721,1436,5,0.976362407207489,1436,0.8966436386108398,0,1
188,01.sender,02.receiver,1255:1665:1071:1625,1255,5,0.5117262601852417,1255,0.7680057287216187,3,1
189,01.sender,02.receiver,251:1641:579:1881,251,5,0.9620352983474731,251,0.9446970224380493,2,1
190,01.sender,02.receiver,671:171:1690:399,671,3,0.2396695911884308,671,0.3176794946193695,3,1
191,01.sender,02.receiver,791:149:1459:1879,791,8,0.9874375462532043,791,0.7821046113967896,0,1
192,01.sender,02.receiver,1037:219:2088:731,1037,5,0.9707611203193665,1037,0.8676180839538574,3,1
193,01.sender,02.receiver,634:889:1983:563,634,0,0.937633752822876,634,0.879065752029419,0,1
194,01.sender,02.receiver,804:914:58:1846,804,2,0.7692937254905701,804,0.7610042095184326,3,1
195,01.sender,02.receiver,337:1455:1570:364,337,2,0.9048837423324585,337,0.8342188000679016,3,1
196,01.sender,02.receiver,1441:1502:1394:836,1441,5,0.95621657371521,1441,0.9020206332206726,1,1
197,01.sender,02.receiver,1952:458:340:1909,1952,5,0.4366031289100647,1952,0.4212203323841095,2,1
198,01.sender,02.receiver,1549:273:1697:1612,1549,0,0.9916489124298096,1697,0.5494930744171143,1,0
199,01.sender,02.receiver,122:2142:2126:241,122,8,0.749079704284668,122,0.41798245906829834,0,1
200,01.sender,02.receiver,2066:1328:1374:503,2066,2,0.9621279835700989,2066,0.9380711317062378,0,1
201,01.sender,02.receiver,394:570:788:1659,394,5,0.3132993280887604,570,0.5142444968223572,3,0
202,01.sender,02.receiver,1068:1589:942:1343,1068,5,0.9844470024108887,1068,0.4556347727775574,2,1
203,01.sender,02.receiver,279:783:1:699,279,5,0.9665770530700684,279,0.6450412273406982,1,1
204,01.sender,02.receiver,705:638:1390:1891,705,8,0.8980615735054016,705,0.9315218925476074,0,1
205,01.sender,02.receiver,613:1298:3:1053,613,0,0.9958363771438599,613,0.9833409190177917,3,1
206,01.sender,02.receiver,376:1550:1953:2044,376,5,0.9942293167114258,376,0.9007956385612488,1,1
207,01.sender,02.receiver,468:1187:678:1908,468,8,0.6158429980278015,468,0.5005344152450562,2,1
208,01.sender,02.receiver,643:1979:1850:100,643,0,0.9976244568824768,643,0.992948055267334,0,1
209,01.sender,02.receiver,395:294:1879:658,395,2,0.8284820914268494,395,0.6955961585044861,0,1
210,01.sender,02.receiver,621:457:958:492,621,2,0.9043400883674622,621,0.3786890208721161,0,1
211,01.sender,02.receiver,190:934:1452:316,190,2,0.2886749505996704,1452,0.4599984586238861,1,0
212,01.sender,02.receiver,1728:1722:2073:675,1728,0,0.9386724829673767,1722,0.7963353991508484,3,0
213,01.sender,02.receiver,267:684:1829:430,267,0,0.9791657328605652,267,0.9648959040641785,2,1
214,01.sender,02.receiver,245:1436:353:2035,245,2,0.7476085424423218,245,0.6906855702400208,1,1
215,01.sender,02.receiver,608:1600:2069:447,608,0,0.9942271709442139,608,0.9848204255104065,1,1
216,01.sender,02.receiver,355:1509:1142:1263,355,2,0.712834894657135,355,0.8041985034942627,3,1
217,01.sender,02.receiver,2109:1982:997:805,2109,9,0.3488019108772278,2109,0.4383036196231842,3,1
218,01.sender,02.receiver,57:1669:1804:1332,57,8,0.9704176187515259,57,0.9468214511871338,0,1
219,01.sender,02.receiver,4:1950:563:1464,4,2,0.99482661485672,4,0.9654576778411865,2,1
220,01.sender,02.receiver,1731:86:1673:2106,1731,0,0.36742183566093445,1731,0.5209693312644958,2,1
221,01.sender,02.receiver,710:449:2083:965,710,3,0.32420089840888977,449,0.3075798451900482,0,0
222,01.sender,02.receiver,432:1279:376:625,432,0,0.3281008303165436,1279,0.5791875720024109,3,0
223,01.sender,02.receiver,796:1667:1623:301,796,2,0.6159526705741882,796,0.9043362140655518,0,1
224,01.sender,02.receiver,200:16:2092:306,200,5,0.8175333738327026,200,0.8793231844902039,0,1
225,01.sender,02.receiver,774:1698:2123:666,774,8,0.8011655807495117,774,0.8956453204154968,1,1
226,01.sender,02.receiver,450:497:1883:366,450,0,0.6262731552124023,450,0.8840654492378235,1,1
227,01.sender,02.receiver,345:1986:1027:1171,345,5,0.15806521475315094,1986,0.9187456369400024,2,0
228,01.sender,02.receiver,711:2034:710:702,711,5,0.290714830160141,2034,0.5660295486450195,1,0
229,01.sender,02.receiver,1565:1920:1738:1166,1565,8,0.9148322343826294,1565,0.9933483004570007,0,1
230,01.sender,02.receiver,1342:528:197:280,1342,8,0.3484973907470703,1342,0.6236545443534851,2,1
231,01.sender,02.receiver,271:1719:2068:1345,271,9,0.29197943210601807,1719,0.2941042482852936,0,0
232,01.sender,02.receiver,1141:356:2031:689,1141,0,0.9995713829994202,1141,0.9697736501693726,3,1
233,01.sender,02.receiver,1206:681:809:616,1206,5,0.9709005355834961,1206,0.8926794528961182,2,1
234,01.sender,02.receiver,742:762:829:1600,742,5,0.33968037366867065,762,0.301266074180603,0,0
235,01.sender,02.receiver,1624:1344:1708:1094,1624,8,0.9555597901344299,1624,0.9924450516700745,0,1
236,01.sender,02.receiver,748:1481:2019:1810,748,2,0.9604416489601135,748,0.852184534072876,3,1
237,01.sender,02.receiver,1109:1935:1903:1550,1109,2,0.6109222769737244,1550,0.47157225012779236,2,0
238,01.sender,02.receiver,1752:478:2155:658,1752,5,0.4033468961715698,478,0.4867195785045624,2,0
239,01.sender,02.receiver,1623:1607:1114:947,1623,5,0.6935509443283081,1623,0.9374862313270569,0,1
240,01.sender,02.receiver,802:1106:2091:493,802,2,0.8089084029197693,2091,0.5889212489128113,1,0
241,01.sender,02.receiver,1886:285:504:499,1886,0,0.9153770804405212,1886,0.9704464673995972,2,1
242,01.sender,02.receiver,2129:1185:570:483,2129,2,0.6258955001831055,2129,0.5961107015609741,3,1
243,01.sender,02.receiver,1831:2010:1430:63,1831,0,0.7883824706077576,1831,0.6993007063865662,0,1
244,01.sender,02.receiver,2062:514:1222:1287,2062,8,0.4149128198623657,1222,0.652492880821228,2,0
245,01.sender,02.receiver,349:630:425:295,349,2,0.9562954902648926,349,0.938299298286438,3,1
246,01.sender,02.receiver,1925:46:349:383,1925,0,0.9677714109420776,1925,0.9555196166038513,1,1
247,01.sender,02.receiver,1317:1214:751:1993,1317,0,0.7567470669746399,1317,0.4701727628707886,1,1
248,01.sender,02.receiver,173:63:1058:1537,173,5,0.4552953839302063,1058,0.8295419812202454,1,0
249,01.sender,02.receiver,1237:1978:197:1865,1237,5,0.991328775882721,1237,0.7819721102714539,3,1
250,01.sender,02.receiver,181:1161:1322:95,181,2,0.8320252895355225,181,0.667356550693512,0,1
251,01.sender,02.receiver,1274:1176:1817:684,1274,0,0.9901778101921082,1274,0.9361785054206848,3,1
252,01.sender,02.receiver,2135:975:265:1397,2135,2,0.37989041209220886,1397,0.6059426069259644,2,0
253,01.sender,02.receiver,502:1074:1498:931,502,5,0.6955423951148987,502,0.6181399822235107,0,1
254,01.sender,02.receiver,1596:1129:1399:1782,1596,2,0.5245735049247742,1399,0.9431728720664978,2,0
255,01.sender,02.receiver,1617:1465:1185:2017,1617,8,0.43770867586135864,1617,0.8098368048667908,0,1
256,01.sender,02.receiver,2138:786:2047:1532,2138,2,0.7234129905700684,2138,0.7589382529258728,1,1
257,01.sender,02.receiver,1280:2163:1072:385,1280,0,0.6933525800704956,1072,0.4143621623516083,3,0
258,01.sender,02.receiver,1857:378:1504:271,1857,9,0.17131689190864563,1857,0.3974407911300659,3,1
259,01.sender,02.receiver,1589:942:952:143,1589,8,0.9986850619316101,1589,0.997119665145874,1,1
260,01.sender,02.receiver,1193:2103:1320:308,1193,9,0.23677599430084229,1193,0.39919695258140564,3,1
261,01.sender,02.receiver,270:601:1680:421,270,5,0.6059480309486389,270,0.6665760278701782,3,1
262,01.sender,02.receiver,1962:2150:1133:422,1962,8,0.5523169636726379,1962,0.5987764596939087,3,1
263,01.sender,02.receiver,1475:39:714:172,1475,8,0.9660549759864807,1475,0.998866081237793,0,1
