,mode,model_dir,load_file,save_file,roles,n_episodes,batch_size,dataset,use_categories,vocabulary_size,embedding_size,n_active_images,explore,gibbs_temperature,sender_type,n_informed_filters,loss,batch_mode,memory_sampling_distribution,shared_experience,shared_embedding,out_activation,stop_when_goal_is_passed,goal1_reached,goal2_reached,final_success_rate,symbol_histogram_median,symbol_histogram_mean,symbol_histogram_std
0,train,models/local_only,False,200824-000928-swi-4-FAL-50-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,False,50,50,4,FALSE,0.0,informed,40,binary_crossentropy,sample,linear,False,True,softmax,True,17800,22140,0.7249999999999999,0.0,4.0,9.042123644365853
1,train,models/local_only,False,200824-002233-swi-4-FAL-50-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,False,50,50,4,FALSE,0.0,informed,40,binary_crossentropy,sample,linear,True,False,softmax,True,14680,24980,0.7274999999999999,0.0,4.0,14.0470637501223
2,train,models/local_only,False,200824-003653-swi-4-FAL-50-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,False,50,50,4,FALSE,0.0,informed,40,binary_crossentropy,sample,linear,True,True,softmax,True,14020,24520,0.7249999999999999,0.0,4.0,13.46996659238619
3,train,models/local_only,False,200824-005104-swi-4-FAL-50-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,False,100,50,4,FALSE,0.0,informed,40,binary_crossentropy,sample,linear,False,True,softmax,True,18260,28240,0.7225,0.0,2.0,6.7468511173732
4,train,models/local_only,False,200824-010837-swi-4-FAL-50-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,False,100,50,4,FALSE,0.0,informed,40,binary_crossentropy,sample,linear,True,False,softmax,True,17900,23100,0.73,0.0,2.0,9.966945369570357
5,train,models/local_only,False,200824-012300-swi-4-FAL-50-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,False,100,50,4,FALSE,0.0,informed,40,binary_crossentropy,sample,linear,True,True,softmax,True,18460,24660,0.7274999999999999,0.0,2.0,10.317945531936093
6,train,models/local_only,False,200824-013820-swi-4-gib-50-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,False,50,50,4,gibbs,0.1,informed,40,binary_crossentropy,sample,linear,False,True,softmax,True,47000,55080,0.725,3.0,4.0,3.4871191548325386
7,train,models/local_only,False,200824-021051-swi-4-gib-50-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,False,50,50,4,gibbs,0.1,informed,40,binary_crossentropy,sample,linear,True,False,softmax,True,33180,39960,0.7225,2.0,4.0,5.702630971753301
8,train,models/local_only,False,200824-023425-swi-4-gib-50-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,False,50,50,4,gibbs,0.1,informed,40,binary_crossentropy,sample,linear,True,True,softmax,True,51540,64280,0.7224999999999999,2.0,4.0,5.0517323761260355
9,train,models/local_only,False,200824-031233-swi-4-gib-50-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,False,100,50,4,gibbs,0.1,informed,40,binary_crossentropy,sample,linear,False,True,softmax,True,44080,51720,0.7299999999999999,1.0,2.0,2.5219040425836985
10,train,models/local_only,False,200824-034538-swi-4-gib-50-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,False,100,50,4,gibbs,0.1,informed,40,binary_crossentropy,sample,linear,True,False,softmax,True,31340,36580,0.7225,0.0,2.0,4.007492981902775
11,train,models/local_only,False,200824-040908-swi-4-gib-50-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,False,100,50,4,gibbs,0.1,informed,40,binary_crossentropy,sample,linear,True,True,softmax,True,34380,43320,0.7249999999999999,0.0,2.0,3.7389838191679834
12,train,models/local_only,False,200824-043658-swi-4-FAL-100-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,False,50,100,4,FALSE,0.0,informed,40,binary_crossentropy,sample,linear,False,True,softmax,True,19580,23160,0.7224999999999999,0.0,4.0,8.651011501552867
13,train,models/local_only,False,200824-045043-swi-4-FAL-100-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,False,50,100,4,FALSE,0.0,informed,40,binary_crossentropy,sample,linear,True,False,softmax,True,11520,22960,0.7250000000000001,0.0,4.0,14.25482374496437
14,train,models/local_only,False,200824-050420-swi-4-FAL-100-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,False,50,100,4,FALSE,0.0,informed,40,binary_crossentropy,sample,linear,True,True,softmax,True,16280,22600,0.7224999999999999,0.0,4.0,15.063864046120438
15,train,models/local_only,False,200824-051747-swi-4-FAL-100-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,False,100,100,4,FALSE,0.0,informed,40,binary_crossentropy,sample,linear,False,True,softmax,True,16960,21320,0.7225,0.0,2.0,6.5620118866091675
16,train,models/local_only,False,200824-053122-swi-4-FAL-100-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,False,100,100,4,FALSE,0.0,informed,40,binary_crossentropy,sample,linear,True,False,softmax,True,16540,28340,0.7224999999999999,0.0,2.0,9.784681905918045
17,train,models/local_only,False,200824-054929-swi-4-FAL-100-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,False,100,100,4,FALSE,0.0,informed,40,binary_crossentropy,sample,linear,True,True,softmax,True,16500,21180,0.7274999999999999,0.0,2.0,10.016985574512923
18,train,models/local_only,False,200824-060258-swi-4-gib-100-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,False,50,100,4,gibbs,0.1,informed,40,binary_crossentropy,sample,linear,False,True,softmax,True,38900,45800,0.7325000000000002,3.0,4.0,3.243454948045371
19,train,models/local_only,False,200824-063024-swi-4-gib-100-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,False,50,100,4,gibbs,0.1,informed,40,binary_crossentropy,sample,linear,True,False,softmax,True,26740,35200,0.725,3.0,4.0,4.266145801540309
20,train,models/local_only,False,200824-065131-swi-4-gib-100-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,False,50,100,4,gibbs,0.1,informed,40,binary_crossentropy,sample,linear,True,True,softmax,True,25080,31420,0.725,1.5,4.0,5.621387729022079
21,train,models/local_only,False,200824-071024-swi-4-gib-100-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,False,100,100,4,gibbs,0.1,informed,40,binary_crossentropy,sample,linear,False,True,softmax,True,46400,63000,0.7275000000000001,1.0,2.0,2.6795522013948525
22,train,models/local_only,False,200824-075122-swi-4-gib-100-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,False,100,100,4,gibbs,0.1,informed,40,binary_crossentropy,sample,linear,True,False,softmax,True,27940,38820,0.7250000000000001,0.0,2.0,3.765634076752546
23,train,models/local_only,False,200824-081643-swi-4-gib-100-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,False,100,100,4,gibbs,0.1,informed,40,binary_crossentropy,sample,linear,True,True,softmax,True,42360,53120,0.7225,0.0,2.0,3.944616584663204
