,mode,model_dir,load_file,save_file,roles,n_episodes,batch_size,dataset,use_categories,vocabulary_size,embedding_size,n_active_images,explore,gibbs_temperature,sender_type,n_informed_filters,loss,batch_mode,memory_sampling_distribution,shared_experience,shared_embedding,out_activation,stop_when_goal_is_passed,goal1_reached,goal2_reached,final_success_rate,symbol_histogram_median,symbol_histogram_std
0,train,models/local_only,False,200901-152627-swi-4-FAL-50-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,True,50,50,4,FALSE,0.0,informed,40,binary_crossentropy,sample,linear,False,False,softmax,True,20440,33980,0.7250000000000001,0.0,9.465727652959385
1,train,models/local_only,False,200901-155026-swi-4-FAL-50-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,True,50,50,4,FALSE,0.0,informed,40,binary_crossentropy,sample,linear,True,False,softmax,True,28480,51300,0.7225000000000001,0.0,15.40519392932137
