,episode,role_setting,images,symbol,guess,success,sender_loss,receiver_loss,sender_loss_2,receiver_loss_2
0,1,0,[13683  8021],48,0,False,0.0,0.0,0.0,0.0
1,2,0,[15789 40668],47,0,False,0.0,0.0,0.0,0.0
2,3,0,[40810  2110],10,0,False,0.0,0.0,0.0,0.0
3,4,0,[ 6351 44446],26,1,True,3.904137372970581,0.6933727860450745,3.8883321285247803,0.6937200427055359
4,5,0,[14431 37469],45,1,True,3.9007956981658936,0.6930965185165405,3.9335222244262695,0.6927480101585388
5,6,0,[24018 31658],7,1,True,3.9217491149902344,0.6934711337089539,3.940734386444092,0.6923521161079407
6,7,0,[ 6212 24153],16,0,False,0.0,0.0,0.0,0.0
7,8,0,[27520 27344],38,1,True,3.9387197494506836,0.6932040452957153,3.9416847229003906,0.6918375492095947
8,9,0,[11342 50094],31,1,False,0.0,0.0,0.0,0.0
9,10,0,[49792 36392],20,0,True,3.9504876136779785,0.6929852962493896,4.0117340087890625,0.6936599016189575
10,11,0,[23512 15206],3,0,False,0.0,0.0,0.0,0.0
11,12,0,[15504 11772],3,0,True,4.004021644592285,0.6930677890777588,4.063161373138428,0.6935243010520935
12,13,0,[38476 42335],42,1,False,0.0,0.0,0.0,0.0
13,14,0,[41304 21435],38,1,False,0.0,0.0,0.0,0.0
14,15,0,[32403 27140],30,0,True,4.059024810791016,0.6934502720832825,4.113348484039307,0.6932203769683838
15,16,0,[48023 24081],31,0,False,0.0,0.0,0.0,0.0
16,17,0,[ 7220 30353],23,0,False,0.0,0.0,0.0,0.0
17,18,0,[39935 51240],41,1,False,0.0,0.0,0.0,0.0
18,19,0,[27143 23408],18,1,False,0.0,0.0,0.0,0.0
19,20,0,[ 8175 50223],29,0,True,4.102001190185547,0.6932927966117859,4.1605682373046875,0.6933820247650146
20,21,0,[13962 32699],47,1,True,4.105885982513428,0.6931061744689941,4.15545129776001,0.6931118965148926
21,22,0,[46891  5169],9,0,True,4.12741231918335,0.693122386932373,4.129744052886963,0.6929060220718384
22,23,0,[38086  4670],32,1,False,0.0,0.0,0.0,0.0
23,24,0,[ 3033 28862],13,0,True,4.134920120239258,0.6931919455528259,4.115162372589111,0.6931607127189636
24,25,0,[11938 24863],29,1,True,3.793351888656616,0.7006767988204956,3.808661460876465,0.7555203437805176
25,26,0,[47556 43031],34,1,True,4.119192123413086,0.6935805082321167,4.092402458190918,0.6940337419509888
26,27,0,[38878 42632],49,0,False,0.0,0.0,0.0,0.0
27,28,0,[45208 36011],34,1,True,4.00513219833374,0.689704179763794,3.997603416442871,0.7069685459136963
28,29,0,[38023 20448],8,1,False,0.0,0.0,0.0,0.0
29,30,0,[29773 13641],30,1,False,0.0,0.0,0.0,0.0
0,31,1,[29867 33508],36,0,True,4.019526481628418,0.6933072805404663,3.9780313968658447,0.6934738159179688
1,32,1,[10399 22092],13,0,True,3.826552152633667,0.5734720230102539,3.7847604751586914,0.6993474960327148
2,33,1,[  723 47410],0,1,True,4.0133514404296875,0.6932321190834045,4.025722980499268,0.6932032108306885
3,34,1,[19669 51065],20,0,False,0.0,0.0,0.0,0.0
4,35,1,[19231 26370],30,1,True,3.7068357467651367,0.6915575861930847,3.5822787284851074,0.6989389061927795
5,36,1,[20307 19663],23,0,True,3.9846787452697754,0.6930302381515503,4.001410007476807,0.6933285593986511
6,37,1,[25998 48664],14,1,True,3.9732227325439453,0.6926531791687012,4.041388511657715,0.6935855150222778
7,38,1,[43270 27716],28,1,False,0.0,0.0,0.0,0.0
8,39,1,[42851  2042],29,1,True,3.7317795753479004,0.6983192563056946,3.455073356628418,0.6862841844558716
9,40,1,[10893 43781],19,1,False,0.0,0.0,0.0,0.0
10,41,1,[46319 23480],46,1,True,3.974447250366211,0.693640410900116,4.013947010040283,0.6917445659637451
11,42,1,[22603 38113],25,0,True,4.010730743408203,0.69032222032547,4.25783634185791,0.693030834197998
12,43,1,[26386 33188],24,1,False,0.0,0.0,0.0,0.0
13,44,1,[19049  8163],16,0,False,0.0,0.0,0.0,0.0
14,45,1,[25026 26778],4,0,True,3.983830213546753,0.6933879852294922,4.075479984283447,0.6934561133384705
15,46,1,[26664 21268],47,0,False,0.0,0.0,0.0,0.0
16,47,1,[25390 25983],21,1,False,0.0,0.0,0.0,0.0
17,48,1,[ 2379 17010],23,1,False,0.0,0.0,0.0,0.0
18,49,1,[ 9469 43561],11,0,True,4.007716178894043,0.6922317147254944,4.142785549163818,0.6930087804794312
