,episode,batch_success,agent1_sender_loss,agent2_sender_loss,agent1_receiver_loss,agent2_receiver_loss
0,30,0.23333333333333334,0.11442729830741882,,,0.5575135350227356
1,60,0.06666666666666667,0.11442729830741882,0.10101304948329926,0.5117813348770142,0.5575135350227356
2,90,0.13333333333333333,0.10608331859111786,0.10101304948329926,0.5117813348770142,0.5301382541656494
3,120,0.1,0.10608331859111786,0.10272300988435745,0.5210580825805664,0.5301382541656494
4,150,0.26666666666666666,0.11460667103528976,0.10272300988435745,0.5210580825805664,0.566620409488678
5,180,0.2,0.11460667103528976,0.10826536267995834,0.5483558177947998,0.566620409488678
6,210,0.26666666666666666,0.11284363269805908,0.10826536267995834,0.5483558177947998,0.5665303468704224
7,240,0.26666666666666666,0.11284363269805908,0.11055119335651398,0.5663339495658875,0.5665303468704224
8,270,0.23333333333333334,0.10851624608039856,0.11055119335651398,0.5663339495658875,0.5573081970214844
9,300,0.26666666666666666,0.10851624608039856,0.10784737765789032,0.5664926767349243,0.5573081970214844
10,330,0.1,0.09856580197811127,0.10784737765789032,0.5664926767349243,0.5208933353424072
11,360,0.2,0.09856580197811127,0.10110228508710861,0.5482107996940613,0.5208933353424072
12,390,0.23333333333333334,0.10234773904085159,0.10110228508710861,0.5482107996940613,0.5574222803115845
13,420,0.16666666666666666,0.10234773904085159,0.09567077457904816,0.5388661026954651,0.5574222803115845
14,450,0.2,0.09652622789144516,0.09567077457904816,0.5388661026954651,0.5483274459838867
15,480,0.2,0.09652622789144516,0.09177520126104355,0.548089325428009,0.5483274459838867
16,510,0.3333333333333333,0.09475625306367874,0.09177520126104355,0.548089325428009,0.5846558213233948
17,540,0.43333333333333335,0.09475625306367874,0.09049679338932037,0.6109273433685303,0.5846558213233948
18,570,0.3,0.08502357453107834,0.09049679338932037,0.6109273433685303,0.5752299427986145
19,600,0.3,0.08502357453107834,0.07833170890808105,0.5752813816070557,0.5752299427986145
20,630,0.23333333333333334,0.07476308941841125,0.07833170890808105,0.5752813816070557,0.5572844743728638
21,660,0.13333333333333333,0.07476308941841125,0.07031021267175674,0.5298255681991577,0.5572844743728638
22,690,0.26666666666666666,0.07113392651081085,0.07031021267175674,0.5298255681991577,0.5662584900856018
23,720,0.16666666666666666,0.07113392651081085,0.07083885371685028,0.5390658974647522,0.5662584900856018
24,750,0.23333333333333334,0.07129845023155212,0.07083885371685028,0.5390658974647522,0.5573001503944397
25,780,0.26666666666666666,0.07129845023155212,0.0747775062918663,0.5654275417327881,0.5573001503944397
26,810,0.3,0.07497312128543854,0.0747775062918663,0.5654275417327881,0.5755385160446167
27,840,0.36666666666666664,0.07497312128543854,0.08044760674238205,0.5928099751472473,0.5755385160446167
28,870,0.23333333333333334,0.07845627516508102,0.08044760674238205,0.5928099751472473,0.557237446308136
29,900,0.23333333333333334,0.07845627516508102,0.08225394785404205,0.5568999648094177,0.557237446308136
30,930,0.26666666666666666,0.08353948593139648,0.08225394785404205,0.5568999648094177,0.5657678842544556
31,960,0.23333333333333334,0.08353948593139648,0.08561215549707413,0.5565105676651001,0.5657678842544556
32,990,0.3,0.08835684508085251,0.08561215549707413,0.5565105676651001,0.5750896334648132
33,1020,0.3,0.08835684508085251,0.09027563780546188,0.5749664902687073,0.5750896334648132
34,1050,0.3333333333333333,0.09220109134912491,0.09027563780546188,0.5749664902687073,0.5840952396392822
35,1080,0.23333333333333334,0.09220109134912491,0.09063096344470978,0.556905210018158,0.5840952396392822
36,1110,0.23333333333333334,0.09103278815746307,0.09063096344470978,0.556905210018158,0.5571725964546204
37,1140,0.26666666666666666,0.09103278815746307,0.09312377125024796,0.5655738711357117,0.5571725964546204
38,1170,0.3,0.09399833530187607,0.09312377125024796,0.5655738711357117,0.5748798251152039
39,1200,0.13333333333333333,0.09399833530187607,0.08987188339233398,0.5298781991004944,0.5748798251152039
40,1230,0.3333333333333333,0.09515280276536942,0.08987188339233398,0.5298781991004944,0.5840604901313782
41,1260,0.3333333333333333,0.09515280276536942,0.0972144603729248,0.5843098759651184,0.5840604901313782
42,1290,0.43333333333333335,0.09717503935098648,0.0972144603729248,0.5843098759651184,0.6109158992767334
43,1320,0.4,0.09717503935098648,0.09943624585866928,0.601852536201477,0.6109158992767334
44,1350,0.2,0.08827786147594452,0.09943624585866928,0.601852536201477,0.5477917790412903
45,1380,0.3,0.08827786147594452,0.09494376182556152,0.5742194056510925,0.5477917790412903
46,1410,0.26666666666666666,0.08788485825061798,0.09494376182556152,0.5742194056510925,0.5657474994659424
47,1440,0.36666666666666664,0.08788485825061798,0.09510305523872375,0.5917597413063049,0.5657474994659424
48,1470,0.4666666666666667,0.0896730124950409,0.09510305523872375,0.5917597413063049,0.6195824146270752
49,1500,0.4,0.0896730124950409,0.09294333308935165,0.6017480492591858,0.6195824146270752
50,1530,0.36666666666666664,0.08340490609407425,0.09294333308935165,0.6017480492591858,0.592714250087738
