,episode,batch_success,agent1_sender_loss,agent2_sender_loss,agent1_receiver_loss,agent2_receiver_loss
0,30,0.5,0.10964906960725784,,,0.6939955949783325
1,60,0.5333333333333333,0.1234956681728363,,,0.6899920105934143
2,90,0.5333333333333333,0.13368985056877136,,,0.6937887668609619
3,120,0.3333333333333333,0.1221400573849678,,,0.6924688816070557
4,150,0.4,0.12703850865364075,,,0.6893928050994873
5,180,0.3,0.11651531606912613,,,0.6893521547317505
6,210,0.4666666666666667,0.12202787399291992,,,0.6953525543212891
7,240,0.43333333333333335,0.11300121992826462,,,0.6907244920730591
8,270,0.6,0.11436852067708969,,,0.7000630497932434
9,300,0.5333333333333333,0.10291631519794464,,,0.6938419342041016
10,330,0.7666666666666667,0.09834077954292297,,,0.6962699890136719
11,360,0.6,0.08835417777299881,,,0.6872629523277283
12,390,0.6333333333333333,0.07829757779836655,,,0.7022172212600708
13,420,0.5666666666666667,0.07033289223909378,,,0.6958810687065125
14,450,0.5,0.06469116359949112,,,0.6984356641769409
15,480,0.26666666666666666,0.05806533992290497,,,0.6904595494270325
16,510,0.5,0.06332145631313324,,,0.6942723989486694
17,540,0.7,0.0705205425620079,,,0.6954987645149231
18,570,0.4666666666666667,0.06320952624082565,,,0.6961329579353333
19,600,0.4666666666666667,0.062110960483551025,,,0.6812385320663452
20,630,0.5,0.05753179267048836,,,0.6917356252670288
21,660,0.5666666666666667,0.05895288661122322,,,0.6825122833251953
22,690,0.5333333333333333,0.05664392188191414,,,0.6880641579627991
23,720,0.36666666666666664,0.05619297921657562,,,0.6966959834098816
24,750,0.5333333333333333,0.057979535311460495,,,0.6745211482048035
25,780,0.36666666666666664,0.05742057040333748,,,0.7014884948730469
26,810,0.5333333333333333,0.061758674681186676,,,0.6862609386444092
27,840,0.43333333333333335,0.05879034847021103,,,0.6886258721351624
28,870,0.4,0.060541782528162,,,0.69135582447052
29,900,0.43333333333333335,0.05840057134628296,,,0.6781271696090698
30,930,0.5333333333333333,0.06103459373116493,,,0.6854962706565857
31,960,0.5,0.06483636796474457,,,0.6958852410316467
32,990,0.4666666666666667,0.061760254204273224,,,0.7020685076713562
33,1020,0.4,0.06013984605669975,,,0.6928933262825012
