algorithm,analysis_window,batch_size,dataset,early_stopping_minimum,early_stopping_patience,embedding_size,exploration_decay,exploration_floor,exploration_start,max_memory,memory_sampling_mode,number_of_episodes,number_of_images,optimizer,out_dir,role_mode,seed,sender_type,shared_embedding,shared_experience,temperature,vocabulary_size,image_shape,exit_status,final_episode,mean_success,n_frequent_symbols
reinforce,30,30,data/big/mcrae-wordnet-vgg16.32bit,20000,8000,50,0.999,0.005,1,5000,uniform,40000,4,adam,models/e3-4images-210523-005440,static,1,agnostic,True,False,30,50,[1000],full,10000,0.2497,1
reinforce,30,30,data/big/mcrae-wordnet-vgg16.32bit,20000,8000,50,0.999,0.005,1,5000,uniform,40000,4,adam,models/e3-4images-210523-011150,static,1,agnostic,True,False,60,50,[1000],full,10000,0.4756,2
reinforce,30,30,data/big/mcrae-wordnet-vgg16.32bit,20000,8000,50,0.999,0.005,1,5000,uniform,40000,4,adam,models/e3-4images-210523-012701,static,1,agnostic,True,False,100,50,[1000],full,10000,0.4701,2
reinforce,30,30,data/big/mcrae-wordnet-vgg16.32bit,20000,8000,50,0.999,0.005,1,5000,uniform,40000,4,adam,models/e3-4images-210523-014425,static,22,agnostic,True,False,30,50,[1000],full,10000,0.4661,2
reinforce,30,30,data/big/mcrae-wordnet-vgg16.32bit,20000,8000,50,0.999,0.005,1,5000,uniform,40000,4,adam,models/e3-4images-210523-020417,static,22,agnostic,True,False,60,50,[1000],full,10000,0.6102,3
reinforce,30,30,data/big/mcrae-wordnet-vgg16.32bit,20000,8000,50,0.999,0.005,1,5000,uniform,40000,4,adam,models/e3-4images-210523-022405,static,22,agnostic,True,False,100,50,[1000],full,10000,0.612,3
