algorithm,analysis_window,batch_size,dataset,early_stopping_minimum,early_stopping_patience,embedding_size,exploration_decay,exploration_floor,exploration_start,max_memory,memory_sampling_mode,number_of_episodes,number_of_images,optimizer,out_dir,role_mode,seed,sender_type,shared_embedding,shared_experience,temperature,vocabulary_size,image_shape,exit_status,final_episode,mean_success,n_frequent_symbols
reinforce,30,30,data/big/mcrae-wordnet-vgg16.32bit,20000,8000,50,0.999,0.005,1,5000,uniform,40000,4,adam,models/e3-4images-210523-022405,static,22,agnostic,True,False,100,50,[1000],full,10000,0.612,3
reinforce,30,30,data/big/mcrae-wordnet-vgg16.32bit,20000,8000,50,0.999,0.005,1,5000,uniform,40000,4,adam,models/e4-switch-4img-210523-154352,switch,22,agnostic,True,False,80,50,[1000],full,10000,0.4622,2
reinforce,30,30,data/big/mcrae-wordnet-vgg16.32bit,20000,8000,50,0.999,0.005,1,5000,uniform,40000,4,adam,models/e4-switch-4img-210524-140539,switch,333,agnostic,True,True,80,50,[1000],full,10000,0.7083,4
reinforce,30,30,data/big/mcrae-wordnet-vgg16.32bit,20000,8000,50,0.999,0.005,1,5000,uniform,40000,6,adam,models/e3-6images-210523-031950,static,1,agnostic,True,False,100,50,[1000],full,10000,0.4323,3
reinforce,30,30,data/big/mcrae-wordnet-vgg16.32bit,20000,8000,50,0.999,0.005,1,5000,uniform,40000,6,adam,models/e4-switch-6img-210524-200612,switch,22,agnostic,True,False,100,50,[1000],full,10000,0.3104,2
reinforce,30,30,data/big/mcrae-wordnet-vgg16.32bit,20000,8000,50,0.999,0.005,1,5000,uniform,40000,6,adam,models/e4-switch-6img-210524-204656,switch,1,agnostic,True,True,100,50,[1000],full,10000,0.5464,4
