,episode,batch_success,agent1_sender_loss,agent2_sender_loss,agent1_receiver_loss,agent2_receiver_loss
0,30,0.5333333333333333,0.05247987434267998,,,0.6958988308906555
1,60,0.5,0.05977162346243858,,,0.6889265775680542
2,90,0.6333333333333333,0.06396844238042831,,,0.6951268315315247
3,120,0.5666666666666667,0.07102639228105545,,,0.6953384280204773
4,150,0.5333333333333333,0.059804417192935944,,,0.6881860494613647
5,180,0.5666666666666667,0.05987677723169327,,,0.6958754658699036
6,210,0.7,0.07138465344905853,,,0.6858096718788147
7,240,0.4,0.06316482275724411,,,0.6966363191604614
8,270,0.5333333333333333,0.07595246285200119,,,0.6855331063270569
9,300,0.36666666666666664,0.07586707919836044,,,0.6945880651473999
10,330,0.4666666666666667,0.09604628384113312,,,0.6974936723709106
11,360,0.43333333333333335,0.11175429075956345,,,0.6951609253883362
12,390,0.5666666666666667,0.1385599821805954,,,0.6988639831542969
13,420,0.43333333333333335,0.1291479617357254,,,0.6886175870895386
14,450,0.4666666666666667,0.12593816220760345,,,0.6977652311325073
15,480,0.5333333333333333,0.12411952018737793,,,0.690746545791626
16,510,0.7,0.12793631851673126,,,0.6867717504501343
17,540,0.43333333333333335,0.0968913584947586,,,0.6921459436416626
18,570,0.5,0.08736369013786316,,,0.6984973549842834
19,600,0.4666666666666667,0.07474902272224426,,,0.6879662871360779
20,630,0.5333333333333333,0.07070503383874893,,,0.6923496127128601
21,660,0.4666666666666667,0.07205700874328613,,,0.6939579248428345
22,690,0.5333333333333333,0.07199914008378983,,,0.6957754492759705
23,720,0.4666666666666667,0.06624102592468262,,,0.6964126825332642
24,750,0.43333333333333335,0.05953596904873848,,,0.6874322295188904
25,780,0.36666666666666664,0.04877675697207451,,,0.6950506567955017
26,810,0.4666666666666667,0.06218817085027695,,,0.6964565515518188
27,840,0.4666666666666667,0.060019221156835556,,,0.6892820596694946
28,870,0.5,0.05086853355169296,,,0.6896550059318542
29,900,0.5333333333333333,0.04509223252534866,,,0.6963918209075928
30,930,0.5666666666666667,0.04430365562438965,,,0.6970832943916321
31,960,0.4,0.04011370986700058,,,0.6912239193916321
32,990,0.3333333333333333,0.044629231095314026,,,0.7016192078590393
33,1020,0.6,0.04479153826832771,,,0.6918925046920776
34,1050,0.4,0.04967576637864113,,,0.6759082078933716
35,1080,0.6,0.053589239716529846,,,0.6962107419967651
36,1110,0.4666666666666667,0.0456283874809742,,,0.6902076005935669
37,1140,0.5666666666666667,0.03704524785280228,,,0.698959231376648
38,1170,0.5,0.04153430834412575,,,0.6968162655830383
39,1200,0.43333333333333335,0.03704563528299332,,,0.6926700472831726
40,1230,0.5,0.043316055089235306,,,0.6922014951705933
41,1260,0.4666666666666667,0.05209346488118172,,,0.6914107799530029
42,1290,0.3333333333333333,0.050209738314151764,,,0.6813007593154907
43,1320,0.4,0.05195903778076172,,,0.6762608885765076
44,1350,0.36666666666666664,0.05929524078965187,,,0.6749157309532166
45,1380,0.6,0.060458339750766754,,,0.6755778789520264
46,1410,0.36666666666666664,0.06130659952759743,,,0.679931640625
47,1440,0.4666666666666667,0.07052941620349884,,,0.6854065656661987
48,1470,0.26666666666666666,0.06692313402891159,,,0.6818855404853821
49,1500,0.43333333333333335,0.08957306295633316,,,0.691071093082428
50,1530,0.4,0.10608475655317307,,,0.7049121260643005
51,1560,0.4666666666666667,0.1267853081226349,,,0.6948438882827759
52,1590,0.5333333333333333,0.13600857555866241,,,0.6993071436882019
53,1620,0.5333333333333333,0.13105131685733795,,,0.6929629445075989
54,1650,0.43333333333333335,0.112655870616436,,,0.699914813041687
55,1680,0.4,0.10036272555589676,,,0.7093849778175354
56,1710,0.4,0.08791904151439667,,,0.6957293748855591
57,1740,0.43333333333333335,0.08572468906641006,,,0.6965160369873047
58,1770,0.4,0.08314967900514603,,,0.6946060657501221
59,1800,0.4666666666666667,0.08023888617753983,,,0.6970507502555847
60,1830,0.43333333333333335,0.07890735566616058,,,0.6838696599006653
61,1860,0.5,0.0839744508266449,,,0.6808745861053467
62,1890,0.5333333333333333,0.08212510496377945,,,0.696355938911438
63,1920,0.4,0.0795888900756836,,,0.7047775387763977
64,1950,0.6,0.08467253297567368,,,0.6814178824424744
65,1980,0.6,0.08142251521348953,,,0.6807956099510193
66,2010,0.3333333333333333,0.06517293304204941,,,0.7042796015739441
67,2040,0.6333333333333333,0.07749775052070618,,,0.696167528629303
68,2070,0.3333333333333333,0.058919962495565414,,,0.6805750727653503
69,2100,0.6333333333333333,0.0693306252360344,,,0.7015231251716614
70,2130,0.4666666666666667,0.0664849579334259,,,0.6835424900054932
71,2160,0.6,0.0765974223613739,,,0.6877958178520203
72,2190,0.6333333333333333,0.0688759908080101,,,0.6908594965934753
