,episode,batch_success,agent1_sender_loss,agent2_sender_loss,agent1_receiver_loss,agent2_receiver_loss
0,30,0.23333333333333334,0.03100753389298916,,,0.5556797385215759
1,60,0.13333333333333333,0.03100753389298916,0.051590967923402786,0.5293830037117004,0.5556797385215759
2,90,0.2,0.03990279138088226,0.051590967923402786,0.5293830037117004,0.5494821071624756
3,120,0.23333333333333334,0.03990279138088226,0.05895217880606651,0.557214081287384,0.5494821071624756
4,150,0.23333333333333334,0.0543924905359745,0.05895217880606651,0.557214081287384,0.5604341626167297
5,180,0.2,0.0543924905359745,0.05891560763120651,0.5485793948173523,0.5604341626167297
6,210,0.26666666666666666,0.063560850918293,0.05891560763120651,0.5485793948173523,0.5665542483329773
7,240,0.2,0.063560850918293,0.06127053126692772,0.5499510169029236,0.5665542483329773
8,270,0.3333333333333333,0.06016015261411667,0.06127053126692772,0.5499510169029236,0.5835925936698914
9,300,0.2,0.06016015261411667,0.06744010001420975,0.5473493933677673,0.5835925936698914
10,330,0.26666666666666666,0.05914795771241188,0.06744010001420975,0.5473493933677673,0.5645924806594849
11,360,0.3,0.05914795771241188,0.07908077538013458,0.5759716033935547,0.5645924806594849
12,390,0.26666666666666666,0.05605767294764519,0.07908077538013458,0.5759716033935547,0.56439608335495
13,420,0.36666666666666664,0.05605767294764519,0.08087638020515442,0.5945408940315247,0.56439608335495
14,450,0.16666666666666666,0.05741085112094879,0.08087638020515442,0.5945408940315247,0.5416110754013062
15,480,0.36666666666666664,0.05741085112094879,0.0832495391368866,0.5936025977134705,0.5416110754013062
16,510,0.23333333333333334,0.06873391568660736,0.0832495391368866,0.5936025977134705,0.5559380054473877
17,540,0.13333333333333333,0.06873391568660736,0.06926194578409195,0.530737042427063,0.5559380054473877
18,570,0.3333333333333333,0.06874407082796097,0.06926194578409195,0.530737042427063,0.5904427170753479
19,600,0.26666666666666666,0.06874407082796097,0.07832326740026474,0.56523597240448,0.5904427170753479
20,630,0.23333333333333334,0.07203149050474167,0.07832326740026474,0.56523597240448,0.5498934388160706
21,660,0.3,0.07203149050474167,0.08197639882564545,0.5755171179771423,0.5498934388160706
22,690,0.26666666666666666,0.07168327271938324,0.08197639882564545,0.5755171179771423,0.5648292303085327
23,720,0.3,0.07168327271938324,0.0827336385846138,0.576801061630249,0.5648292303085327
24,750,0.16666666666666666,0.07050926983356476,0.0827336385846138,0.576801061630249,0.5404093861579895
25,780,0.36666666666666664,0.07050926983356476,0.09062083810567856,0.5948076248168945,0.5404093861579895
26,810,0.26666666666666666,0.08249902725219727,0.09062083810567856,0.5948076248168945,0.5634020566940308
27,840,0.2,0.08249902725219727,0.0850072056055069,0.5504873991012573,0.5634020566940308
28,870,0.23333333333333334,0.08430062979459763,0.0850072056055069,0.5504873991012573,0.555528998374939
29,900,0.23333333333333334,0.08430062979459763,0.09461108595132828,0.5561149716377258,0.555528998374939
30,930,0.3,0.09932956844568253,0.09461108595132828,0.5561149716377258,0.5716850161552429
31,960,0.2,0.09932956844568253,0.10025615990161896,0.5476438999176025,0.5716850161552429
32,990,0.2,0.10360866039991379,0.10025615990161896,0.5476438999176025,0.5479475855827332
33,1020,0.3,0.10360866039991379,0.11560402065515518,0.5744419097900391,0.5479475855827332
34,1050,0.23333333333333334,0.11415049433708191,0.11560402065515518,0.5744419097900391,0.5550184845924377
35,1080,0.2,0.11415049433708191,0.10936681181192398,0.5504133701324463,0.5550184845924377
36,1110,0.16666666666666666,0.10603567957878113,0.10936681181192398,0.5504133701324463,0.5402671694755554
37,1140,0.3333333333333333,0.10603567957878113,0.12005708366632462,0.5860767364501953,0.5402671694755554
38,1170,0.3,0.10798627883195877,0.12005708366632462,0.5860767364501953,0.5745198726654053
39,1200,0.3,0.10798627883195877,0.11953488737344742,0.5781095027923584,0.5745198726654053
40,1230,0.4,0.10704167932271957,0.11953488737344742,0.5781095027923584,0.6049436926841736
41,1260,0.3333333333333333,0.10704167932271957,0.1221405416727066,0.5821464657783508,0.6049436926841736
